,Unnamed: 0.1,Unnamed: 0,Portfolio / Property Name,Street Address,City,State,Country,Zip Code,Sector,Subsector,Sector Attribute,Part of Mixed Use Development,Market,Submarket,Size,Size Type,Sale Date,Stake Sold,Local Currency Sale Price (M),Local Currency Symbol,Sale Price Per (in Local Currency),Selected Currency Sale Price ($) (M),Submarket Grade,Property Cap Rate,Property Cap Rate Type,Part of a Portfolio?,Buyer Objective,To be demolished,Buyer Broker,Seller Broker,Land Area (acres),Stories,Parking,Buildings,Year Built,Year Renovated,Occupancy,Green Street Market Cap Rate,Submarket Cap Rate,Zip Code Cap Rate,Lender,1st Mortgage,Verified?,Buyer_1,Buyer_2,Buyer_3,Buyer_4,Seller_1,Seller_2,Seller_3,Seller_4,id_lt_x,propertykey_id,statuspriceadjustedusd_amt_cpiNOTadj,price_cpiNOTadj,propertykey_id_typeadj,propertytype_adj,propertyname_raw,status_dt,intconveyed_nb,intconveyed,address,buyername1,buyername2,buyername3,buyername4,sellername1,sellername2,sellername3,sellername4,zip_cd,psf/ppu,sqft_nb_OG,units_OG,id_lt_y,score
52,52,76,Ashton of Richmond Hill,"505 Harris Trail Road, Richmond Hill, GA 31324",Richmond Hill,GA,United States,31324.0,Apartment,,Garden / Low-Rise,No,Savannah,,232.0,Units,2019-04-24,1.0,19.5,$,"84,051.72",,,0.0572888,Trailing 12 months,No,,No,,Cushman & Wakefield,,2.0,0.0,,1995.0,,0.97,,,,,,Yes,Lincoln Avenue Capital,,,,Kole Management Co.,,,,76,803806,19500000.0,19500000.0,100733,Apartment,Ashton Of Richmond Hill ,2019-04-24,1.0,,505 Harris Trail Rd,LINCOLN AVE CAPITAL,,,,KOLE MANAGEMENT,,,,31324.0,84051.7241,218543.0,232.0,9166,0.99999964
53,53,79,Connection at Lawrence,"3100 Ousdahl Road, Lawrence, KS 66046",Lawrence,KS,United States,66046.0,Apartment,,Garden / Low-Rise,No,"Lawrence, KS",,324.0,Units,2019-04-24,1.0,42.75,$,"131,944.44",,,0.07139848,Annualized,No,,No,,Cushman & Wakefield,,3.0,0.0,,2009.0,,0.94,,,,,,Yes,,,,,Crow Holdings,,,,79,574539,42750000.0,42750000.0,88550,Apartment,The Connection at Lawrence,2019-04-23,1.0,,3100 Ousdahl Rd,UNIVERSITY PARTNERS,,,,CROW HOLDING,,,,66046.0,131944.4444,374161.0,324.0,7780,0.9665091
54,54,81,Patterson Place,"420 East Main Avenue, Bismarck, ND 58501",Bismarck,ND,United States,58501.0,Apartment,,High-Rise,No,"Bismarck, ND",,117.0,Units,2019-04-23,1.0,7.45,$,"63,675.21",,,,,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,,11.0,0.0,,,,,,,,,,Yes,,,,,,,,,81,1407207,7450000.0,7450000.0,143754,Apartment,Patterson Place,2019-04-23,1.0,,420 E Main Ave,PATTERSON PLACE,,,,MCKENZIE HOTEL ASSOC,,,,58501.0,63675.2137,,117.0,15918,1.0000004
55,55,83,Magnolia Square,"601 West 54th Street, Savannah, GA 31405",Savannah,GA,United States,31405.0,Apartment,,Garden / Low-Rise,No,Savannah,,92.0,Units,2019-04-23,1.0,6.3,$,"68,478.26",,,,,No,,No,,Colliers,,2.0,0.0,,,,,,,,,,Yes,Sureste Partners,,,,Island Estate Group,,,,83,427464,6300000.0,6300000.0,76471,Apartment,Magnolia Square,2019-04-19,1.0,,601 W 54th St,DUNROSS CAPITAL,,,,ISLAND ESTATE GROUP,,,,31405.0,68478.2609,83010.0,92.0,6482,1.0000002
57,57,85,Pike Motorworks,"715 East Pine Street, Seattle, WA 98122",Seattle,WA,United States,98122.0,Apartment,,Mid-Rise,No,Seattle,Central,260.0,Units,2019-04-23,1.0,128.5,$,"494,230.77",,A-,0.04,As Reported,No,,No,,CBRE Group,1.0,5.0,0.0,1.0,,,0.93,0.05582391,0.05560715,0.05575266,,,Yes,TA Realty,,,,Wolff Co.,,,,85,201593,128386566.6667,128386566.6667,59576,Apartment,Pike Motorworks,2019-04-01,1.0,,714 E Pike St,TA REALTY,,,,WOLFF,,,,98122.0,493794.4872,200649.0,260.0,5060,0.99999976
58,58,86,266 Lofts Phase 2,"276 South Front Street, Memphis, TN 38103",Memphis,TN,United States,38103.0,Apartment,,Garden / Low-Rise,Yes,Memphis,Downtown,74.0,Units,2019-04-22,1.0,13.5,$,"182,432.43",,B-,0.0513,As Reported,No,,No,,,0.94,3.0,,,2018.0,,,0.06417993,0.06568609,0.06221949,,,Yes,,,,,,,,,86,1391447,13500000.0,13500000.0,142620,Apartment,266 Lofts (Phase II),2019-04-22,1.0,,266 S Front St,ALPHA CAPITAL PARTNERS,,,,VS DEVELOPMENT,ROBERT E MALLORY,,,38103.0,182432.4324,,74.0,14865,0.9665399
59,59,87,Ivy at Clear Creek,"300 Cyberonics Boulevard, Houston, TX 77058",Houston,TX,United States,77058.0,Apartment,,Garden / Low-Rise,No,Houston,Clear Lake / NASA,244.0,Units,2019-04-22,1.0,24.25,$,"99,385.25",,B+,0.05887076,Green Street Market Estimate,No,,No,,JLL,9.7746,2.0,0.0,20.0,,,,0.05855573,0.06000304,0.06347906,,,Yes,Western Wealth Capital,,,,,,,,87,105400,24000000.0,24000000.0,30959,Apartment,The Ivy at Clear Creek Apartments,2019-04-23,1.0,,300 Cyberonics Blvd,WESTERN WEALTH CAPITAL,,,,EMERGE INVESTMENT,,,,77058.0,98360.6557,228272.0,244.0,2582,0.9298945
60,60,89,Appian Terrace,"4481 Appian Way, El Sobrante, CA 94803",El Sobrante,CA,United States,94803.0,Apartment,,Garden / Low-Rise,No,Oakland-East Bay,West Contra Costa,39.0,Units,2019-04-22,1.0,7.21,$,"184,871.79",,B+,0.05294663,Green Street Market Estimate,No,,No,,Transwestern,1.246,2.0,0.0,4.0,,,,0.05655737,0.05732692,0.06324695,,,Yes,,,,,The Daryl C. McCurry Inter Vivos Trust,,,,89,839232,7210000.0,7210000.0,103575,Apartment,Appian Terrace,2019-04-22,1.0,,4481 Appian Way,APPIAN MF PARTNERS,,,,DARYL C MCCURRY,,,,94803.0,184871.7949,23497.0,39.0,9465,1.0000005
61,61,90,Lost Lake Apartments,"8681 A C Skinner Parkway, Jacksonville, FL 32256",Jacksonville,FL,United States,32256.0,Apartment,,,No,Jacksonville,Southside,280.0,Units,2019-04-22,1.0,48.5,$,"173,214.29",,B+,0.05799178,Annualized,No,,No,,HFF,,,0.0,,2014.0,,0.94,0.059236,0.05807323,0.05609656,,,Yes,Becovic Management Group,,,,Inland Real Estate Group,,,,90,1390256,48500000.0,48500000.0,142416,Apartment,Lost Lake Apartments,2019-04-12,1.0,,8681 AC Skinner Pkwy,BECOVIC MANAGEMENT GROUP,,,,INLAND REAL ESTATE GROUP,,,,32256.0,173214.2857,,280.0,14676,1.0000001
62,62,91,Legend Park,"305 Cambia Drive, Schaumburg, IL 60193",Schaumburg,IL,United States,60193.0,Apartment,,Garden / Low-Rise,No,Chicago,Barrington / Schaumburg,367.0,Units,2019-04-22,1.0,47.83,$,"130,313.35",,B+,0.06251722,Trailing 12 months,No,,No,,Marcus & Millichap IPA,23.3152,3.0,0.0,1.0,1973.0,2000.0,0.95,0.06305658,0.06304658,0.06514631,,,Yes,Pensam Residential,,,,Legend Group,,,,91,120050,47825000.0,47825000.0,35328,Apartment,Legend Park,2019-04-11,1.0,,305 Cambia Dr,PENSAM CAPITAL,,,,LEGEND GROUP,,,,60193.0,130313.3515,299050.0,367.0,2914,1.0000005
63,63,92,Marshall,"1101 West C Street, Lincoln, NE 68522",Lincoln,NE,United States,68522.0,Apartment,,Garden / Low-Rise,No,Lincoln,,72.0,Units,2019-04-19,1.0,6.9,$,"95,833.33",,,,,No,,No,,,10.6743113,3.0,,,,,,,,,,,Yes,,,,,,,,,92,19937,6900000.0,6900000.0,5398,Apartment,Marshall,2019-04-30,1.0,,1100-1121 W C St,DILLON PROPERTIES 2,,,,METONIC REAL ESTATE SERVICES,,,,68522.0,95833.3333,94027.0,72.0,415,1.0000004
64,64,93,Daisy,"122 South Ohio Street, Anaheim, CA 92805",Anaheim,CA,United States,92805.0,Apartment,,Garden / Low-Rise,No,Orange County,Anaheim,20.0,Units,2019-04-19,1.0,6.48,$,"323,750.00",,B+,0.04,As Reported,No,,No,,Marcus & Millichap IPA,,2.0,0.0,,,,,0.05596115,0.06051282,0.0595502,,,Yes,,,,,,,,,93,657571,6475000.0,6475000.0,93861,Apartment,Daisy,2019-04-19,1.0,,122 S Ohio St,AUSPICIOUS PROPERTIES,,,,CURTIS GRIEDER,,,,92805.0,323750.0,18204.0,20.0,8348,1.0000004
65,65,95,Paradise Square,"4801 Harrison Drive, Las Vegas, NV 89121",Las Vegas,NV,United States,89121.0,Apartment,,Garden / Low-Rise,No,Las Vegas,East,146.0,Units,2019-04-19,1.0,14.2,$,"97,260.27",,B,0.05156148,Trailing 12 months,No,,No,,Berkadia,5.62,2.0,0.0,2.0,1980.0,,0.99,0.05474907,0.05898376,0.05944394,,,Yes,,,,,,,,,95,162313,14200000.0,14200000.0,47752,Apartment,Paradise Square,2019-04-19,1.0,,4801 Harrison Dr,UTAH SELECT REALTY,,,,STRATEGIC REALTY CAPITAL,,,,89121.0,97260.274,96970.0,146.0,3985,1.0
66,66,96,Millennium Towne Center,"6810 Jefferson Highway, Baton Rouge, LA 70806",Baton Rouge,LA,United States,70806.0,Apartment,,Garden / Low-Rise,No,Baton Rouge,,276.0,Units,2019-04-19,1.0,49.7,$,"180,086.96",,,0.06,As Reported,No,,No,,Cushman & Wakefield,,3.0,0.0,,2008.0,,0.95,,,,,,Yes,Inland Real Estate Group,,,,Morgan Communities,,,,96,196278,49704000.0,49704000.0,57981,Apartment,Millennium Towne Center,2019-04-19,1.0,,6810 Jefferson Hwy,INLAND REAL ESTATE GROUP,,,,TNP,MORGAN MANAGEMENT,,,70806.0,180086.9565,285228.0,276.0,4910,0.9999999
68,68,98,Fountains In The Park,"5700 73rd Avenue North, Minneapolis, MN 55429",Minneapolis,MN,United States,55429.0,Apartment,,Garden / Low-Rise,No,Minneapolis,Northwest,96.0,Units,2019-04-18,1.0,8.9,$,"92,708.33",,B-,0.05949049,Green Street Market Estimate,No,,No,,CBRE Group,,3.0,0.0,,1967.0,,,0.06234617,0.06341917,0.06823444,,,Yes,Monarch Investment & Management Group,,,,,,,,98,179641,8900000.0,8900000.0,52989,Apartment,Fountains in the Park,2019-04-16,1.0,,5700 73rd Ave N,MONARCH,,,,STEVEN SCOTT DEVELOPMENT,,,,55429.0,92708.3333,83328.0,96.0,4460,1.0000006
70,70,102,3880 Broadway,"3880 Broadway, New York, NY 10032",New York,NY,United States,10032.0,Apartment,,Mid-Rise,No,New York,Morningside Hts,35.0,Units,2019-04-17,1.0,19.7,$,"562,857.14",,B+,0.04074735,Green Street Market Estimate,No,,No,,Cignature Realty,,6.0,0.0,,1910.0,,,0.05266024,0.05449911,0.05543289,,,Yes,,,,,,,,,102,572654,19700000.0,19700000.0,88302,Apartment,3880 Broadway,2019-04-24,1.0,,3880 Broadway,SDG MANAGEMENT,,,,GOLDMONT REALTY,,,,10032.0,562857.1429,44868.0,35.0,7758,0.9999999
71,71,104,1117 South Bedford Street,"1117 South Bedford Street, Los Angeles, CA 90035",Los Angeles,CA,United States,90035.0,Apartment,,Garden / Low-Rise,No,Los Angeles,Mid-Wilshire,15.0,Units,2019-04-17,1.0,6.63,$,"441,666.67",,A-,0.03232428,Green Street Market Estimate,No,,No,,Marcus & Millichap IPA,,2.0,0.0,,,,,0.05754025,0.05499657,0.05093812,,,Yes,,,,,,,,,104,22122,6625000.0,6625000.0,6051,Apartment,1117 South Bedford Street,2019-04-17,1.0,,1117 S Bedford St,BEDFORD FLATS BEDFORD 52,,,,EXECUTIVE COATINGS AND CONTRACTING,,,,90035.0,441666.6667,19212.0,15.0,476,1.0000001
72,72,105,Waverly Pointe,"624 Forest Hill Road, Macon, GA 31210",Macon,GA,United States,31210.0,Apartment,,Garden / Low-Rise,No,Macon,,100.0,Units,2019-04-17,1.0,6.0,$,"60,000.00",,,0.06716334,Trailing 12 months,No,,No,,Cushman & Wakefield,,2.0,0.0,,1971.0,,0.83,,,,,,Yes,,,,,,,,,105,423832,6000000.0,6000000.0,76026,Apartment,Waverly Pointe,2019-04-17,1.0,,624 Forest Hill,WAVERLY MAC,,,,MACON VETERANS FUND,,,,31210.0,60000.0,102013.0,100.0,6428,1.0
73,73,106,Pines of Roanoke,"4630 Roxbury Lane, Roanoke, VA 24018",Roanoke,VA,United States,24018.0,Apartment,,Garden / Low-Rise,No,"Roanoke, VA",,216.0,Units,2019-04-17,1.0,19.0,$,"87,962.96",,,0.0730606,Trailing 12 months,No,,No,,Cushman & Wakefield,,2.0,0.0,,1976.0,2016.0,0.94,,,,,,Yes,,,,,Stonemark Management,,,,106,159612,19000000.0,19000000.0,46889,Apartment,The Pines Of Roanoke,2019-04-17,1.0,,4630 Roxbury Ln SW,SOLOMON ORGANIZATION,,,,STONEMARK MANAGEMENT,,,,24018.0,87962.963,206449.0,216.0,3901,0.96953577
74,74,107,River Crossing,"8030 Sycamore Creek Drive, Charlotte, NC 28273",Charlotte,NC,United States,28273.0,Apartment,,Garden / Low-Rise,No,Charlotte,Southwest,132.0,Units,2019-04-17,1.0,12.5,$,"94,696.97",,B,0.04984464,Green Street Market Estimate,No,,No,,Newmark Group,,3.0,0.0,,2002.0,,,0.05534501,0.05860388,0.05905706,,,Yes,Southwood Realty Co.,,,,Miller-Valentine Group,,,,107,213408,12500000.0,12500000.0,63126,Apartment,River Crossing,2019-04-17,1.0,,8030 Sycamore Creek Dr,SOUTHWOOD REALTY TRIANGLE,,,,MILLER VALENTINE GROUP,,,,28273.0,94696.9697,,132.0,5331,1.0000002
76,76,109,Park at Clear Lake,"1239 Bay Area Boulevard, Houston, TX 77058",Houston,TX,United States,77058.0,Apartment,,Garden / Low-Rise,No,Houston,Clear Lake / NASA,342.0,Units,2019-04-17,1.0,26.1,$,"76,315.79",,B+,0.05772075,Trailing 12 months,No,,No,,Newmark Group,10.0,2.0,0.0,15.0,1976.0,2019.0,0.921,0.05855573,0.06000304,0.06347906,,,Yes,Keener Investments,,,,,,,,109,33017,12719297.9912,12719297.9912,9222,Apartment,Park at Clear Lake,2019-04-17,1.0,,1239 Bay Area Boulveard,KEENER INVESTMENT,,,,MADERA EQUITY,,,,77058.0,73099.4137,128484.0,174.0,752,1.0000001
77,77,113,2929 Wycliff,"2929 Wycliff Avenue, Dallas, TX 75219",Dallas,TX,United States,75219.0,Apartment,,Mid-Rise,No,Dallas / Fort Worth,Central,284.0,Units,2019-04-17,1.0,46.35,$,"163,204.23",,B+,0.04941132,Green Street Market Estimate,No,,No,,Moran & Co.,,4.0,0.0,,,,,0.05603406,0.05690459,0.05760218,,,Yes,Mesirow Financial,,,,J.P. Morgan Investment Management,,,,113,655538,46200000.0,46200000.0,93487,Apartment,2929 Wycliff,2019-04-17,1.0,,2929 Wycliff Ave,MESIROW FINANCIAL,,,,JP MORGAN,,,,75219.0,162676.0563,246078.0,284.0,8315,0.99999994
78,78,115,Court Towers,"1 Court Street, Newark, NJ 07102",Newark,NJ,United States,7102.0,Apartment,,High-Rise,No,New Jersey (Northern),Newark,222.0,Units,2019-04-17,1.0,29.7,$,"133,783.78",,C,,,Yes,,No,,Marcus & Millichap IPA,,14.0,0.0,,,,,0.05755199,0.06433471,0.06435801,,,Yes,Hudson Valley Property Group,,,,Jonathan Rose Cos.,,,,115,749923,29700000.0,29700000.0,96968,Apartment,Court Towers,2019-04-30,1.0,,1 Court St,HUDSON VALLEY PROPERTIES GROUP,,,,JONATHAN ROSE,GOLDMAN SACHS,,,7102.0,134389.1403,32200.0,221.0,8732,1.0000002
81,81,122,Woodlands at White Oak,"22 Forest Circle, Newnan, GA 30265",Newnan,GA,United States,30265.0,Apartment,,Garden / Low-Rise,No,Atlanta,Airport / South,114.0,Units,2019-04-16,1.0,14.3,$,"125,438.60",,B,0.0754,As Reported,No,,No,,CBRE Group,10.94,3.0,0.0,7.0,,,,0.05534022,0.05904403,0.05466299,,,Yes,Vukota Capital Management,,,,Radco Cos.,,,,122,89246,14300000.0,14300000.0,26149,Apartment,Woodlands At White Oak,2019-04-12,1.0,,22 Forest Cir,VUKOTA CAPITAL MANAGEMENT,,,,RADCO,,,,30265.0,125438.5965,129504.0,114.0,2165,1.0000001
82,82,123,Cosmopolitan,"3001 McKnight East Drive, Pittsburgh, PA 15237",Pittsburgh,PA,United States,15237.0,Apartment,,Mid-Rise,No,Pittsburgh,North,149.0,Units,2019-04-16,1.0,27.23,$,"182,738.26",,A-,0.05627167,Trailing 12 months,No,,No,,HFF,,6.0,0.0,,2017.0,,0.97,0.06428664,0.0623913,0.06077921,,,Yes,,,,,Morgan Communities,,,,123,1294419,32700000.0,32700000.0,132120,Apartment,The Cosmopolitan,2019-04-16,1.0,,3001 McKnight East Dr,,,,,MORGAN MANAGEMENT,,,,15237.0,219463.0872,133414.0,149.0,12649,0.9301632
83,83,124,151 Kent Avenue,"151 Kent Avenue, Brooklyn, NY 11249",Brooklyn,NY,United States,11249.0,Apartment,,Garden / Low-Rise,No,New York,Williamsburg,45.0,Units,2019-04-16,1.0,41.25,$,"916,666.67",,A-,0.04374161,Green Street Market Estimate,No,,No,,JLL,,3.0,0.0,,,,,0.05266024,0.05242378,,,,Yes,DLJ Real Estate Capital Partners,,,,Mehl Family, Seidenfeld Family,,,124,1332750,41000000.0,41000000.0,136151,Apartment,151 Kent Avenue,2019-04-15,1.0,,151 Kent Ave,DLJ RECP,,,,NORMAN SEIDENFELD ZELDA MEHL,,,,11211.0,891304.3478,56550.0,46.0,13109,1.0000004
84,84,131,Hyde Park at Ribelin Ranch,"9900 McNeil Drive, Austin, TX 78750",Austin,TX,United States,78750.0,Apartment,,,No,Austin,Far Northwest,350.0,Units,2019-04-16,1.0,,,,,A+,0.04503863,Trailing 12 months,Yes,,No,,,18.0,,0.0,2.0,2008.0,,,0.05280435,0.05130981,0.04990778,,,Yes,American Landmark Properties,,,,Provident Realty Advisors,,,,131,809189,51000000.0,51000000.0,101167,Apartment,Hyde Park At Ribelin Ranch,2019-04-15,1.0,,9900 McNeil Dr,AMERICAN LANDMARK,ASCENDA CAPITAL,,,PROVIDENT REALTY ADVISORS,,,,78750.0,145714.2857,349740.0,350.0,9221,1.0000004
85,85,132,Hampton Chase,"2005 Borowood Drive, Nashville, TN 37217",Nashville,TN,United States,37217.0,Apartment,,Garden / Low-Rise,No,Nashville,Airport,202.0,Units,2019-04-15,1.0,20.75,$,"102,722.77",,B,0.05,As Reported,No,,No,,CBRE Group,,2.0,0.0,,1974.0,,0.91,0.05232624,0.05951789,0.05951789,,,Yes,Lion Real Estate Group,,,,Sterling Group,,,,132,80073,20750000.0,20750000.0,23432,Apartment,Hampton Chase,2019-04-15,1.0,,2005 Borowood Dr,LION REAL ESTATE GROUP,,,,STERLING GROUP,,,,37217.0,102722.7723,225700.0,202.0,1935,0.9999994
86,86,135,Scotland Yard,"4215 North Broadway, Chicago, IL 60613",Chicago,IL,United States,60613.0,Apartment,,Garden / Low-Rise,No,Chicago,Irving Park / Lakeview,156.0,Units,2019-04-15,1.0,28.3,$,"181,410.26",,B+,0.04997852,Trailing 12 months,No,,No,,Moran & Co.,,3.0,0.0,,1915.0,1982.0,0.99,0.06305658,0.05974889,0.06101364,,,Yes,Avanath Capital Management,,,,RMK Management Corp.,,,,135,1390103,28300000.0,28300000.0,142390,Apartment,Scotland Yard,2019-04-03,1.0,,4215 N Broadway St,AVANATH CAPITAL PARTNERS,,,,TRUST NUMBER 47466,,,,60613.0,181410.2564,,156.0,14652,1.0000001
87,87,136,San Sonoma,"9010 South Priest Drive, Tempe, AZ 85284",Tempe,AZ,United States,85284.0,Apartment,,Garden / Low-Rise,No,Phoenix,South Tempe,590.0,Units,2019-04-15,0.5,71.25,$,"241,525.42",,A-,0.03754513,Green Street Market Estimate,No,,No,,,29.0849,2.0,0.0,70.0,2015.0,,0.95,0.05236236,0.05095673,0.04799916,,,Yes,Millennium Management,,,,Kitchell Development,,,,136,781935,71260000.0,142520000.0,98435,Apartment,San Sonoma,2019-04-01,0.5,partnership interest,9010 S Priest Dr,MILLENNIUM MANAGEMENT,,,,KITCHELL DEVELOPMENT,,,,85284.0,241559.322,463623.0,590.0,8938,0.9999995
88,88,139,Reserve at Eagle Ridge,"1947 Eagle Ridge Drive, Waukegan, IL 60087",Waukegan,IL,United States,60087.0,Apartment,,Garden / Low-Rise,No,Chicago,East Lake County,370.0,Units,2019-04-15,1.0,42.0,$,"113,513.51",,B+,0.06261887,Trailing 12 months,No,,No,,Newmark Group,,3.0,0.0,,2002.0,2008.0,0.94,0.06305658,0.06105503,0.07179841,,,Yes,Monarch Investment & Management Group,,,,Independence Realty Trust,,,,139,75489,42000000.0,42000000.0,21929,Apartment,Reserve at Eagle Ridge,2019-04-30,1.0,,1947 W Eagle Ridge Dr,MONARCH,,,,INDEPENDENCE REALTY TRUST,,,,60087.0,113513.5135,302250.0,370.0,1819,1.0000004
89,89,142,Lofts at Valley Forge,"1876 Minutemen Lane, Norristown, PA 19403",Norristown,PA,United States,19403.0,Apartment,,Mid-Rise,No,Philadelphia,N Montgomery Cnty,388.0,Units,2019-04-15,1.0,67.0,$,"172,680.41",,A-,0.05179637,Green Street Market Estimate,No,,No,,Newmark Group,,5.0,0.0,,,,,0.06024906,0.05989328,0.0620895,,,Yes,FPA Multifamily,,,,MLP Ventures, PGIM Real Estate,,,142,788141,67000000.0,67000000.0,99551,Apartment,Lofts at Valley Forge,2019-04-11,1.0,,1876 Minutemen Ln,FPA MULTIFAMILY,,,,MLP VENTURES,PGIM REAL ESTATE,,,19403.0,172680.4124,,388.0,9019,1.0000007
90,90,145,Courtney at Universal Boulevard,"9703 Avellino Avenue, Orlando, FL 32819",Orlando,FL,United States,32819.0,Apartment,,Mid-Rise,No,Orlando,South Central,355.0,Units,2019-04-15,1.0,77.75,$,"219,000.00",,B+,0.04865593,Green Street Market Estimate,No,,No,,Walker & Dunlop,13.0,4.0,0.0,14.0,,,,0.05617618,0.05714738,0.0576543,,,Yes,Blackstone Group Inc.,,,,ContraVest,,,,145,1393878,77745000.0,77745000.0,142855,Apartment,The Courtney at Universal Boulevard,2019-04-24,1.0,,9703 Avellino Ave,BREIT,,,,CONTRAVEST,,,,32819.0,219000.0,367849.0,355.0,15069,0.96825844
91,91,146,Commonwealth,"1201 Chestnut Street, Philadelphia, PA 19107",Philadelphia,PA,United States,19107.0,Apartment,,High-Rise,Yes,Philadelphia,Center City,98.0,Units,2019-04-15,1.0,29.7,$,"303,061.22",,A,0.04792383,Green Street Market Estimate,No,,No,,HFF,,15.0,0.0,,,,,0.06024906,0.0559871,0.05823394,,,Yes,Alterra Property Group, Carlyle Group,,,Invesco Real Estate,,,,146,29361,29650000.0,29650000.0,8188,Apartment,The Commonwealth,2019-04-01,1.0,,1201 Chestnut St,CARLYLE GROUP,ALTERRA PROPERTIES GROUP,,,INVESCO REAL ESTATE,,,,19107.0,302551.0204,110250.0,98.0,667,0.9456524
92,92,147,Archstone Toscano,"2900 North Braeswood Boulevard, Houston, TX 77025",Houston,TX,United States,77025.0,Apartment,,Mid-Rise,No,Houston,Museum,474.0,Units,2019-04-15,1.0,98.0,$,"206,751.05",,A++,0.04606652,Green Street Market Estimate,No,,No,,HFF,8.0,4.0,0.0,2.0,,,,0.05855573,0.05311311,0.05592718,,,Yes,Alliance Residential,,,,AvalonBay Communities,,,,147,565972,98000000.0,98000000.0,87525,Apartment,Archstone Toscano,2019-04-15,1.0,,2900 N Braeswood,ALLIANCE RESIDENTIAL,,,,AVALONBAY,,,,77025.0,206751.0549,461127.0,474.0,7684,1.0
93,93,148,Apartments at 1220,"1220 North Broad Street, Philadelphia, PA 19121",Philadelphia,PA,United States,19121.0,Apartment,,High-Rise,No,Philadelphia,North,295.0,Units,2019-04-15,1.0,28.0,$,"94,915.25",,B,0.036774,Trailing 12 months,No,,No,,(None),1.0,15.0,0.0,1.0,1951.0,,0.907,0.06024906,0.06533242,0.0720557,,,Yes,Spencer Realty,,,,,,,,148,31548,28120750.0,28120750.0,8799,Apartment,Apartments @ 1220,2019-04-04,1.0,,1220 N Broad St,SPENCER REALTY MANAGEMENT,,,,PINTZUK BROWN,,,,19121.0,95324.5763,283919.0,295.0,724,0.97123575
94,94,152,909 Capitol Yards,"909 New Jersey Avenue Southeast, Washington, DC 20003",Washington,DC,United States,20003.0,Apartment,,High-Rise,No,D.C. Metro,Capitol Hill,237.0,Units,2019-04-15,0.45,,,,,B+,,,Yes,,No,,Eastdil Secured,,13.0,0.0,,,,,0.05817774,0.05694617,0.05433682,,,Yes,Oxford Properties Group,,,,JPMorgan Asset Management,,,,152,225720,41807480.4119,92905512.0264,66872,Apartment,909 at Capitol Yards,2019-04-01,0.4500000000002153,,909 New Jersey Ave SE,OMERS,,,,JP MORGAN,,,,20003.0,392006.3799,208154.0,237.0,5642,0.9657765
95,95,153,70 Capitol Yards,"70 I Street Southeast, Washington, DC 20003",Washington,DC,United States,20003.0,Apartment,,High-Rise,No,D.C. Metro,Capitol Hill,448.0,Units,2019-04-15,0.45,,,,,B+,,,Yes,,No,,Eastdil Secured,,12.0,0.0,,,,,0.05817774,0.05694617,0.05433682,,,Yes,Oxford Properties Group,,,,JPMorgan Asset Management,,,,153,322834,79028486.1794,175618858.1765,71126,Apartment,70 Capitol Yards,2019-04-01,0.4499999999998576,partial leasehold,70 Eye St SE,OMERS,,,,JP MORGAN,,,,20006.0,392006.3799,390612.0,448.0,5936,0.9999998
96,96,156,Social West,"1117 City Park Avenue, Fort Collins, CO 80521",Fort Collins,CO,United States,80521.0,Apartment,,Garden / Low-Rise,No,"Fort Collins, CO",,198.0,Units,2019-04-15,1.0,,,,,,,,Yes,,No,,CBRE Group,,2.0,0.0,,,,,,,,,,Yes,FPA Multifamily,,,,Summit Management Living,,,,156,1171909,29678326.9881,29678326.9881,115555,Apartment,The Social West,2019-04-13,1.0,,1117 City Park Ave,FPA MULTIFAMILY,,,,SUMMIT MANAGEMENT SERVICES,,,,80521.0,149890.5403,,198.0,11052,0.936208
97,97,157,ReNew Foothills,"2155 Orchard Place, Fort Collins, CO 80521",Fort Collins,CO,United States,80521.0,Apartment,,Garden / Low-Rise,No,"Fort Collins, CO",,134.0,Units,2019-04-15,1.0,,,,,,,,Yes,,No,,CBRE Group,,3.0,0.0,,,,,,,,,,Yes,FPA Multifamily,,,,Summit Management Living,,,,157,88131,20085332.4061,20085332.4061,25834,Apartment,ReNew Foothills,2019-04-13,1.0,,2155 W Orchard Pl,FPA MULTIFAMILY,,,,SUMMIT MANAGEMENT SERVICES,,,,80521.0,149890.5403,105996.0,134.0,2143,1.0000002
99,99,161,Red River Village,"1060 Village Circle, Fergus Falls, MN 56537",Fergus Falls,MN,United States,56537.0,Apartment,,Garden / Low-Rise,No,Other,,66.0,Units,2019-04-12,1.0,7.01,$,"106,200.00",,,0.06,As Reported,No,,No,Marcus & Millichap IPA,Marcus & Millichap IPA,,2.0,0.0,,,,,,,,,,Yes,,,,,,,,,161,958088,7009200.0,7009200.0,110825,Apartment,Red River Village,2019-04-12,1.0,,1060 Village Cir,CAMPBELL PROPERTIES MANAGEMENT,,,,RED RIVER APARTMENTS,,,,56537.0,106200.0,82368.0,66.0,10355,1.0
